Sample_ID,Ash_Deformation,Ash_Softening,Ash_Fluid,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO
W188958,2450.0,2550.0,2730.0,54.0,22.0,4.3,2.6,1.18,0.702,2.3,1.3,1.4,31000.0,14300.0,3700.0,2280.0,873.0,639.0,2350.0,956.0,0.583,11.8,12.3,11.4,0.0133
W188959,1980.0,2030.0,2080.0,36.0,18.0,35.0,1.2,0.548,0.567,1.2,0.76,2.1,12400.0,7040.0,18100.0,634.0,244.0,311.0,738.0,336.0,0.875,7.1,7.4,5.3,0.0161
W188960,2140.0,2320.0,2460.0,45.0,24.0,18.0,2.8,1.05,0.189,1.3,0.55,1.9,8760.0,5290.0,5240.0,833.0,263.0,58.3,451.0,137.0,0.792,4.0,4.17,2.6,0.0169
W188961,2090.0,2120.0,2150.0,22.0,13.0,49.0,2.9,0.681,0.127,0.88,0.66,5.6,9740.0,6520.0,32500.0,1960.0,389.0,89.1,694.0,374.0,2.33,9.1,9.48,8.8,0.0149
W188962,2350.0,2550.0,2910.0,41.0,29.0,11.0,2.1,1.21,0.378,3.0,1.0,1.4,23900.0,19200.0,9620.0,1870.0,913.0,350.0,3120.0,748.0,0.583,12.0,12.5,11.2,0.0147
W188963,2080.0,2120.0,2160.0,20.0,19.0,42.0,4.1,0.963,0.189,0.83,0.62,7.4,4580.0,4920.0,14400.0,1430.0,284.0,68.5,338.0,182.0,3.08,4.7,4.9,4.4,0.0142
W188964,2130.0,2180.0,2410.0,46.0,24.0,19.0,1.2,0.946,0.216,2.7,1.2,2.3,39600.0,23400.0,24500.0,1580.0,1050.0,295.0,4140.0,1320.0,0.958,17.7,18.4,15.9,0.0138
W188973,1980.0,2030.0,2130.0,26.0,17.0,41.0,3.3,0.332,0.459,1.1,0.87,2.4,37700.0,27900.0,89000.0,7310.0,621.0,1060.0,2840.0,1610.0,1.0,29.8,31.0,8.4,0.0383
W188983,2070.0,2110.0,2150.0,43.0,17.0,32.0,0.7,0.647,0.351,1.7,0.78,1.6,20700.0,9270.0,23100.0,515.0,402.0,268.0,1460.0,481.0,0.667,9.9,10.3,9.3,0.0136
W188990,2910.0,2910.0,2910.0,45.0,29.0,12.0,0.89,1.44,0.135,1.9,2.7,3.7,29400.0,21400.0,11700.0,887.0,1210.0,140.0,2210.0,2250.0,1.54,13.4,14.0,13.2,0.0131
W188992,2910.0,2910.0,2910.0,56.0,28.0,4.0,0.19,1.1,0.216,2.9,2.1,0.4,68700.0,38900.0,7340.0,356.0,1730.0,420.0,6330.0,3300.0,0.167,25.2,26.3,27.5,0.0141
W188993,2580.0,2680.0,2910.0,53.0,27.0,9.3,0.28,0.963,0.189,2.6,1.8,0.66,49300.0,28400.0,12900.0,398.0,1150.0,279.0,4300.0,2140.0,0.275,19.1,19.9,19.1,0.0362
W188994,2910.0,2910.0,2910.0,48.0,28.0,5.6,0.3,0.88,0.216,2.3,1.9,0.66,36700.0,24200.0,6400.0,350.0,867.0,262.0,3130.0,1860.0,0.275,15.7,16.4,16.7,0.0147
W188995,2030.0,2080.0,2130.0,35.0,18.0,32.0,3.3,0.631,0.392,1.4,0.71,3.1,16700.0,9720.0,22800.0,2410.0,388.0,296.0,1190.0,433.0,1.29,9.8,10.2,9.9,0.015
W188996,2020.0,2070.0,2120.0,31.0,19.0,37.0,1.9,0.432,0.459,1.2,1.1,2.6,13900.0,9630.0,24800.0,1300.0,249.0,326.0,957.0,630.0,1.08,9.2,9.58,9.0,0.0203
W188997,2140.0,2190.0,2310.0,36.0,27.0,24.0,1.8,0.764,0.446,2.0,1.1,2.4,12800.0,10900.0,12800.0,977.0,350.0,251.0,1270.0,500.0,1.0,7.3,7.6,7.9,0.0154
W188998,2100.0,2150.0,2200.0,31.0,22.0,24.0,4.1,0.481,0.378,1.3,1.3,4.5,10700.0,8610.0,12400.0,2170.0,214.0,207.0,800.0,575.0,1.88,7.1,7.4,6.7,0.0168
W189001,1980.0,2080.0,2180.0,45.0,20.0,22.0,1.8,0.797,0.432,1.8,0.94,1.7,31500.0,15900.0,23100.0,1930.0,720.0,480.0,2250.0,843.0,0.708,14.4,15.0,13.4,0.0179
W189002,2190.0,2280.0,2380.0,51.0,23.0,20.0,0.83,0.664,0.284,1.9,0.89,1.4,23800.0,12200.0,14000.0,593.0,400.0,210.0,1580.0,532.0,0.583,9.6,10.0,9.1,0.0155
W189003,2480.0,2530.0,2640.0,52.0,23.0,16.0,0.37,0.83,0.27,2.0,1.2,0.74,26300.0,13200.0,12100.0,286.0,542.0,217.0,1800.0,777.0,0.308,10.4,10.8,10.1,0.0122
W189004,2050.0,2080.0,2110.0,26.0,12.0,33.0,8.3,0.631,0.23,1.2,0.54,6.1,13900.0,7270.0,26400.0,6790.0,435.0,195.0,1140.0,370.0,2.54,11.0,11.5,9.9,0.057
W189005,2910.0,2910.0,2910.0,50.0,28.0,8.1,0.23,0.978,0.351,3.9,1.1,0.4,96100.0,60900.0,23300.0,676.0,2420.0,1070.0,13400.0,2710.0,0.167,39.5,41.1,39.3,0.0934
W189006,2360.0,2410.0,2640.0,49.0,22.0,16.0,0.28,1.03,0.243,2.7,0.99,0.94,56500.0,28700.0,27600.0,494.0,1530.0,444.0,5550.0,1460.0,0.392,23.7,24.7,24.9,0.0181
W189007,2720.0,2760.0,2800.0,46.0,27.0,9.5,0.95,0.797,0.257,2.1,1.3,1.7,26200.0,17400.0,8100.0,827.0,585.0,232.0,2130.0,947.0,0.708,11.7,12.2,13.8,0.0093
W189008,2910.0,2910.0,2910.0,56.0,29.0,2.8,0.97,0.828,0.257,2.1,1.5,1.5,39500.0,23200.0,2960.0,1050.0,754.0,287.0,2640.0,1350.0,0.625,14.5,15.1,14.4,0.01
W189009,2740.0,2790.0,2910.0,56.0,27.0,6.8,1.3,0.797,0.284,1.6,1.8,1.2,39000.0,21300.0,7080.0,1380.0,715.0,313.0,1980.0,1600.0,0.5,14.3,14.9,14.7,0.011
W189010,2130.0,2180.0,2410.0,40.0,20.0,25.0,1.7,1.16,0.62,1.8,0.87,3.2,20200.0,11500.0,18900.0,1310.0,757.0,497.0,1620.0,564.0,1.33,10.4,10.8,10.7,0.0316
W189011,2480.0,2580.0,2890.0,54.0,24.0,8.6,1.0,0.564,0.297,2.4,1.3,0.9,73100.0,36800.0,17400.0,2070.0,985.0,637.0,5780.0,2250.0,0.375,27.8,29.0,25.7,0.0261
W189012,2910.0,2910.0,2910.0,55.0,32.0,6.3,0.46,0.579,0.809,2.1,1.8,0.87,19800.0,13000.0,3400.0,253.0,269.0,462.0,1350.0,830.0,0.363,7.4,7.71,7.3,0.00826
W189013,2850.0,2910.0,2910.0,48.0,31.0,13.0,0.69,0.73,0.324,2.2,1.2,1.1,16600.0,12100.0,6720.0,364.0,325.0,178.0,1350.0,531.0,0.458,7.1,7.4,6.7,0.021
W189014,2360.0,2410.0,2590.0,57.0,22.0,14.0,0.37,0.828,0.338,2.8,1.1,0.65,35000.0,15300.0,12800.0,347.0,655.0,328.0,3060.0,863.0,0.271,12.6,13.1,12.8,0.0185
W189015,2910.0,2910.0,2910.0,61.0,28.0,3.1,0.24,0.714,0.0918,3.1,1.4,0.2,38600.0,20100.0,2940.0,232.0,582.0,92.1,3490.0,1130.0,0.084,13.0,13.5,12.6,0.00805
W189016,2730.0,2780.0,2910.0,54.0,27.0,9.1,0.48,0.745,0.103,2.5,1.3,0.69,15000.0,8480.0,3780.0,203.0,267.0,45.1,1240.0,462.0,0.288,5.7,5.94,5.7,0.012
W189023,2080.0,2130.0,2180.0,41.0,14.0,13.0,7.4,4.32,0.216,1.8,0.69,12.0,30300.0,11700.0,14400.0,8370.0,4120.0,253.0,2370.0,653.0,5.0,15.2,15.8,13.9,0.0375
W189176,2140.0,2190.0,2460.0,34.0,23.0,25.0,1.9,0.481,0.189,1.1,1.1,2.3,12100.0,9250.0,13300.0,1030.0,221.0,106.0,696.0,500.0,0.958,7.3,7.6,6.8,0.0115
W189178,2110.0,2160.0,2240.0,48.0,22.0,21.0,0.4,0.631,0.324,1.7,1.2,0.96,42300.0,21900.0,27700.0,538.0,716.0,453.0,2670.0,1350.0,0.4,18.1,18.9,16.3,0.028
W189179,2090.0,2140.0,2190.0,48.0,18.0,20.0,0.51,1.03,0.351,2.5,0.97,1.8,44400.0,18800.0,27700.0,721.0,1230.0,515.0,4120.0,1150.0,0.75,19.0,19.8,18.7,0.0153
W189208,2080.0,2130.0,2180.0,41.0,21.0,29.0,0.6,0.697,0.338,2.0,0.9,0.93,43500.0,25200.0,46100.0,973.0,954.0,568.0,3780.0,1220.0,0.388,21.8,22.7,24.1,0.0297
W189223,2380.0,2430.0,2480.0,42.0,25.0,21.0,0.68,0.515,0.13,1.2,1.0,0.55,35800.0,24100.0,26800.0,885.0,565.0,175.0,1820.0,1090.0,0.229,17.5,18.2,16.1,0.012
W189224,2020.0,2070.0,2290.0,28.0,17.0,43.0,0.73,0.382,0.081,0.94,0.77,1.4,23200.0,15900.0,53200.0,923.0,407.0,106.0,1380.0,815.0,0.583,17.0,17.7,16.4,0.0136
W189225,2030.0,2080.0,2290.0,24.0,16.0,49.0,0.55,0.249,0.132,0.56,0.96,1.3,20400.0,15400.0,62500.0,716.0,273.0,179.0,849.0,1050.0,0.542,17.5,18.2,16.3,0.00865
W189226,2910.0,2910.0,2910.0,51.0,29.0,8.5,0.56,0.647,0.162,1.9,1.5,0.99,34300.0,22100.0,8540.0,575.0,561.0,173.0,2270.0,1290.0,0.413,13.8,14.4,12.6,0.0252
W189227,2410.0,2460.0,2520.0,37.0,25.0,29.0,0.39,0.349,0.0783,1.0,1.6,0.99,41100.0,31400.0,48200.0,661.0,499.0,138.0,1980.0,2270.0,0.413,22.8,23.8,22.4,0.00509
W189228,2630.0,2680.0,2730.0,43.0,31.0,12.0,0.94,0.714,0.216,1.6,1.5,2.0,19900.0,16200.0,8300.0,664.0,426.0,158.0,1320.0,888.0,0.833,9.5,9.9,8.9,0.0387
W189229,2620.0,2670.0,2730.0,48.0,30.0,15.0,0.55,0.598,0.112,1.5,1.7,1.1,41800.0,29600.0,19600.0,732.0,671.0,155.0,2330.0,1900.0,0.458,17.9,18.6,18.7,0.0292
W189230,2910.0,2910.0,2910.0,51.0,35.0,2.5,1.1,0.647,0.176,1.7,1.3,1.2,21100.0,16400.0,1550.0,695.0,345.0,115.0,1250.0,688.0,0.5,8.5,8.85,7.6,0.00795
W189231,2190.0,2240.0,2300.0,50.0,31.0,5.1,0.92,0.963,0.284,2.2,1.6,1.9,31400.0,22000.0,4790.0,883.0,779.0,282.0,2460.0,1290.0,0.792,12.9,13.4,6.3,0.0204
W189238,2246.0,2300.0,2417.0,41.0,17.0,28.0,1.9,0.88,0.176,1.5,0.96,3.5,24700.0,11600.0,25300.0,1750.0,685.0,168.0,1610.0,742.0,1.46,12.4,12.9,17.9,0.144
W189240,1980.0,2030.0,2080.0,28.0,16.0,44.0,0.13,0.531,0.112,1.4,0.73,1.4,39900.0,25800.0,93900.0,283.0,977.0,253.0,3560.0,1330.0,0.583,29.3,30.5,45.2,0.0456
W189243,2400.0,2450.0,2510.0,49.0,26.0,12.0,1.5,1.11,0.216,2.1,0.92,1.8,27000.0,16200.0,9880.0,1260.0,789.0,188.0,2060.0,648.0,0.75,11.3,11.8,8.8,0.0138
W189244,2200.0,2280.0,2380.0,51.0,30.0,4.1,2.0,0.913,0.243,1.8,1.4,2.7,21100.0,14100.0,2540.0,1260.0,487.0,159.0,1330.0,741.0,1.13,8.5,8.85,8.7,0.23
W189247,2450.0,2590.0,2740.0,47.0,21.0,7.6,1.2,1.33,0.311,2.8,0.99,1.8,22900.0,11600.0,5540.0,892.0,833.0,240.0,2430.0,617.0,0.75,10.0,10.4,9.4,0.0893
W189248,2520.0,2570.0,2690.0,52.0,26.0,13.0,0.67,0.432,0.0864,0.65,1.6,0.99,33700.0,19100.0,12600.0,663.0,360.0,88.7,749.0,1330.0,0.413,13.3,13.9,12.6,0.0233
W189250,2330.0,2380.0,2430.0,42.0,19.0,21.0,0.46,0.448,0.0743,0.64,1.4,0.47,27400.0,14000.0,20500.0,458.0,377.0,76.8,743.0,1170.0,0.196,13.4,14.0,18.8,0.0197
W189251,2090.0,2140.0,2190.0,33.0,18.0,31.0,2.1,0.797,0.203,1.1,1.1,3.8,7070.0,4360.0,9940.0,687.0,220.0,68.8,419.0,301.0,1.58,4.4,4.58,4.8,0.0323
W189252,2910.0,2910.0,2910.0,55.0,26.0,4.5,0.63,0.531,0.714,2.2,1.4,0.79,25200.0,13500.0,3080.0,440.0,313.0,518.0,1790.0,820.0,0.329,9.4,9.79,10.3,0.0133
W189258,2630.0,2680.0,2910.0,56.0,25.0,4.4,0.6,0.945,0.849,3.2,1.2,1.2,33800.0,17100.0,3970.0,553.0,735.0,812.0,3440.0,927.0,0.5,12.4,12.9,13.3,0.0249
W189260,2250.0,2350.0,2470.0,36.0,26.0,14.0,0.69,0.911,0.404,2.4,1.2,2.6,15400.0,12600.0,8970.0,452.0,503.0,274.0,1830.0,658.0,1.08,8.8,9.17,9.6,0.0176
W189261,2630.0,2680.0,2910.0,51.0,25.0,7.8,0.92,0.515,0.539,2.1,1.3,1.4,23800.0,13200.0,5450.0,657.0,310.0,399.0,1750.0,777.0,0.583,9.6,10.0,10.9,0.0148
W189280,2050.0,2160.0,2220.0,49.4,23.5,18.0,1.9,1.21,0.77,2.4,1.0,2.6,39000.0,21000.0,21200.0,2290.0,1230.0,962.0,3370.0,1010.0,1.08,16.2,16.9,14.5,0.062
W189281,1955.0,2085.0,2155.0,32.1,18.5,39.5,1.9,1.03,0.918,1.6,0.9,3.6,17300.0,11300.0,31900.0,1570.0,717.0,786.0,1540.0,622.0,1.5,11.1,11.6,10.3,0.022
W189282,2090.0,2185.0,2250.0,47.9,23.4,15.7,3.0,1.56,1.03,2.4,1.2,3.8,19100.0,10600.0,9380.0,1830.0,803.0,649.0,1710.0,613.0,1.58,8.2,8.54,7.8,0.35
W189284,2345.0,2460.0,2540.0,47.9,25.6,17.1,2.2,1.15,1.09,1.7,1.2,2.6,20500.0,12400.0,11000.0,1440.0,633.0,743.0,1300.0,658.0,1.08,8.8,9.17,7.8,0.029
W189285,2260.0,2385.0,2450.0,40.9,23.6,15.1,5.3,0.93,0.891,1.2,1.2,5.7,18300.0,12000.0,10100.0,3630.0,537.0,633.0,957.0,688.0,2.38,9.2,9.58,8.8,0.029
W189286,2620.0,2715.0,2780.0,44.7,31.1,15.8,1.7,0.813,1.11,1.9,1.1,2.1,23100.0,18200.0,12200.0,1340.0,541.0,905.0,1750.0,726.0,0.875,10.6,11.0,10.4,0.011
W189287,2235.0,2440.0,2535.0,51.9,25.9,11.5,1.4,1.53,1.28,3.1,1.4,2.4,27000.0,15300.0,8960.0,1110.0,1030.0,1060.0,2870.0,933.0,1.0,10.7,11.1,11.4,0.17
W189288,2530.0,2610.0,2680.0,52.1,25.9,14.1,0.5,0.996,1.07,2.7,1.3,1.2,38300.0,21600.0,15500.0,562.0,944.0,1240.0,3530.0,1220.0,0.5,15.1,15.7,14.4,0.018
W189291,2800.0,2800.0,2800.0,58.2,28.0,4.6,0.5,1.31,0.986,3.9,1.8,1.2,55500.0,30200.0,6570.0,729.0,1610.0,1490.0,6620.0,2200.0,0.5,19.6,20.4,19.5,0.0078
W189292,2800.0,2800.0,2800.0,56.8,30.4,4.1,0.8,1.49,1.89,2.1,1.9,1.7,27600.0,16800.0,2990.0,595.0,938.0,1460.0,1820.0,1180.0,0.708,10.0,10.4,9.8,0.015
W189293,2610.0,2695.0,2780.0,48.6,27.1,6.7,3.2,1.99,2.43,2.2,1.5,5.4,9940.0,6270.0,2050.0,1000.0,525.0,788.0,801.0,392.0,2.25,4.2,4.38,4.1,0.038
W189294,2695.0,2785.0,2800.0,49.9,29.3,6.0,1.7,1.05,2.43,3.3,1.3,4.5,13400.0,8880.0,2400.0,695.0,361.0,1030.0,1570.0,445.0,1.88,5.5,5.73,5.8,0.025
W189295,2420.0,2510.0,2595.0,46.4,26.1,18.4,1.2,1.24,1.16,1.7,1.3,3.0,20300.0,12900.0,12100.0,803.0,703.0,806.0,1330.0,729.0,1.25,9.0,9.38,8.5,0.02
W189296,2800.0,2800.0,2800.0,51.2,35.8,3.2,0.8,1.56,2.03,3.0,1.4,1.7,47400.0,37500.0,4430.0,1130.0,1860.0,2970.0,4940.0,1660.0,0.708,19.0,19.8,8.6,0.025
W189297,2450.0,2525.0,2595.0,51.9,24.9,10.4,1.5,1.44,1.01,3.0,1.4,2.4,24500.0,13300.0,7350.0,1080.0,879.0,758.0,2520.0,846.0,1.0,9.7,10.1,10.1,0.15
W189336,2080.0,2130.0,2180.0,40.0,22.0,6.4,6.0,1.61,2.57,2.3,0.95,8.8,15000.0,9330.0,3590.0,3440.0,778.0,1520.0,1530.0,456.0,3.67,7.7,8.02,9.0,0.0158
W189337,2910.0,2910.0,2910.0,49.0,25.0,6.6,0.92,0.681,0.932,1.5,1.7,1.0,22900.0,13200.0,4620.0,657.0,410.0,690.0,1250.0,1020.0,0.417,9.6,10.0,9.3,0.00736
W189338,2910.0,2910.0,2910.0,60.0,26.0,2.7,0.58,0.548,1.2,1.4,1.6,0.58,27700.0,13600.0,1870.0,410.0,327.0,881.0,1150.0,947.0,0.242,9.5,9.9,11.0,0.00534
W189348,2700.0,2750.0,2900.0,56.0,24.0,3.0,2.6,1.11,1.35,2.1,1.5,3.4,21000.0,10200.0,1680.0,1490.0,537.0,802.0,1400.0,719.0,1.42,7.7,8.02,11.1,0.0102
W189349,2180.0,2240.0,2440.0,55.0,23.0,2.9,2.7,1.44,0.905,2.1,1.5,3.5,42800.0,20300.0,3380.0,3210.0,1450.0,1120.0,2910.0,1500.0,1.46,16.0,16.7,16.1,0.0148
W189745,1875.0,2010.0,2090.0,41.0,18.0,25.0,4.9,0.714,0.284,1.6,0.83,1.8,23300.0,11600.0,21300.0,4260.0,524.0,256.0,1620.0,605.0,0.75,11.7,12.2,10.9,0.0157
W189750,2110.0,2230.0,2310.0,48.0,20.0,11.0,5.8,1.03,0.648,2.1,0.89,3.1,40700.0,19200.0,13900.0,7510.0,1120.0,870.0,3170.0,965.0,1.29,17.4,18.1,17.1,0.0177
W189755,1975.0,2070.0,2145.0,20.0,16.0,51.0,2.31,0.614,0.27,0.85,0.53,3.2,5740.0,5200.0,21900.0,1010.0,227.0,123.0,435.0,195.0,1.33,5.9,6.15,5.6,0.0132
W189756,2800.0,2910.0,2910.0,47.0,33.0,7.5,0.52,0.78,0.405,3.5,1.8,0.32,32900.0,26200.0,7870.0,557.0,705.0,450.0,4370.0,1610.0,0.133,14.4,15.0,13.8,0.00668
W189757,2660.0,2755.0,2800.0,51.0,28.0,11.0,0.84,0.73,0.54,2.1,1.4,0.76,40200.0,25000.0,13000.0,1010.0,743.0,675.0,2950.0,1410.0,0.317,16.2,16.9,15.8,0.00621
W189758,2800.0,2910.0,2910.0,54.0,30.0,5.3,0.88,0.863,0.149,2.4,1.4,0.74,37600.0,23600.0,5520.0,936.0,775.0,164.0,2970.0,1250.0,0.308,14.3,14.9,13.5,0.00708
W189763,1940.0,2000.0,2025.0,27.0,14.0,48.0,3.6,0.365,0.419,1.1,0.62,1.8,13500.0,7950.0,36000.0,2760.0,236.0,333.0,982.0,398.0,0.75,10.3,10.7,10.0,0.0128
W190528,1910.0,1970.0,2015.0,36.0,14.0,25.0,3.4,0.664,1.11,1.6,0.61,2.5,15400.0,6790.0,16000.0,2230.0,367.0,752.0,1220.0,334.0,1.04,8.8,9.17,8.6,0.0272
W190529,2015.0,2150.0,2210.0,26.0,12.0,35.0,3.6,0.697,0.702,1.4,0.56,2.9,15100.0,7870.0,30300.0,3190.0,521.0,645.0,1440.0,415.0,1.21,11.9,12.4,11.1,0.0601
W190530,1965.0,2085.0,2155.0,29.0,13.0,28.0,4.2,0.78,0.378,1.4,0.55,6.2,13300.0,6730.0,19200.0,2940.0,460.0,274.0,1140.0,322.0,2.58,9.4,9.79,9.1,0.0317
W190531,2035.0,2145.0,2260.0,29.0,15.0,20.0,5.6,0.797,0.473,1.5,0.6,3.9,11700.0,6860.0,12100.0,3460.0,415.0,303.0,1080.0,310.0,1.63,8.3,8.65,8.1,0.0479
W190532,1925.0,2045.0,2110.0,40.0,16.0,21.0,3.6,0.664,0.203,1.8,0.75,2.5,16700.0,7580.0,13200.0,2300.0,358.0,134.0,1340.0,402.0,1.04,8.6,8.96,8.0,0.0416
W190533,2800.0,2910.0,2910.0,31.0,14.0,26.0,1.3,0.647,0.203,1.6,0.66,1.1,13900.0,7100.0,17400.0,890.0,374.0,144.0,1280.0,378.0,0.458,9.2,9.58,4.2,0.0174
W190536,2050.0,2200.0,2320.0,35.0,16.0,20.0,0.95,0.515,0.216,0.95,0.99,1.5,12600.0,6520.0,10800.0,523.0,239.0,123.0,609.0,456.0,0.625,7.4,7.71,6.2,0.0155
W190537,1945.0,2045.0,2110.0,41.0,13.0,16.0,1.4,0.913,0.311,1.5,0.86,1.9,21000.0,7520.0,12200.0,1090.0,602.0,252.0,1370.0,562.0,0.792,10.5,10.9,10.5,0.0401
W190544,2350.0,2400.0,2500.0,41.0,17.0,15.0,1.0,0.299,0.176,0.77,1.2,0.51,12000.0,5620.0,6560.0,446.0,113.0,81.3,400.0,449.0,0.213,6.0,6.25,5.9,0.0184
W190545,2030.0,2080.0,2130.0,50.0,21.0,9.7,0.85,0.631,0.203,1.1,1.3,0.77,14400.0,6830.0,4170.0,373.0,234.0,92.2,562.0,478.0,0.321,5.9,6.15,9.9,0.017
W190546,2370.0,2420.0,2640.0,36.0,20.0,21.0,2.6,0.73,0.257,1.9,0.73,1.3,18600.0,11700.0,16200.0,2050.0,486.0,210.0,1750.0,482.0,0.542,10.6,11.0,6.1,0.0221
W190547,1955.0,2060.0,2115.0,33.0,17.0,21.0,4.0,0.481,0.257,0.82,0.43,2.2,20100.0,11700.0,19100.0,3720.0,378.0,247.0,888.0,335.0,0.917,12.5,13.0,11.4,0.045
W190548,2460.0,2600.0,2620.0,43.0,25.0,13.0,0.52,0.896,0.257,2.5,1.1,0.85,31000.0,20400.0,14000.0,572.0,833.0,293.0,3210.0,1010.0,0.354,14.8,15.4,13.6,0.0103
W190556,2030.0,2080.0,2170.0,32.0,16.0,31.0,5.8,1.01,0.608,2.0,0.68,3.7,42800.0,24200.0,62100.0,11900.0,1750.0,1290.0,4770.0,1160.0,1.54,27.5,28.6,26.4,0.0745
W190559,2090.0,2180.0,2370.0,43.0,20.0,21.0,0.37,0.979,0.257,2.6,0.91,0.33,57800.0,30400.0,42200.0,760.0,1700.0,546.0,6220.0,1560.0,0.138,27.6,28.8,26.8,0.0133
W190573,2140.0,2250.0,2370.0,45.0,19.0,18.0,0.69,1.03,0.446,2.6,0.97,0.49,44000.0,21000.0,26400.0,1030.0,1300.0,691.0,4530.0,1210.0,0.204,20.1,20.9,19.0,0.0157
W190574,2350.0,2410.0,2450.0,40.0,25.0,20.0,0.66,0.631,0.378,1.9,1.1,0.39,36200.0,25600.0,27100.0,913.0,736.0,543.0,3060.0,1270.0,0.163,18.6,19.4,17.9,0.0116
W190575,2460.0,2520.0,2620.0,45.0,28.0,13.0,0.61,0.581,0.554,2.1,1.1,0.1,17500.0,12300.0,7580.0,363.0,292.0,342.0,1460.0,548.0,0.042,8.0,8.33,7.8,0.00802
W190576,2910.0,2910.0,2910.0,45.0,30.0,5.5,0.79,0.564,0.581,2.0,1.0,0.1,19900.0,15000.0,3650.0,535.0,322.0,408.0,1580.0,567.0,0.042,9.1,9.48,8.8,0.0113
W190579,2140.0,2250.0,2340.0,30.0,26.0,30.0,1.5,0.515,0.243,1.4,1.1,1.2,10200.0,10000.0,15300.0,781.0,226.0,131.0,849.0,480.0,0.5,7.0,7.29,6.8,0.00591
W190580,2140.0,2250.0,2340.0,22.0,20.0,43.0,1.5,0.315,0.203,0.61,0.95,1.1,9640.0,9920.0,28200.0,1000.0,178.0,141.0,476.0,533.0,0.458,9.0,9.38,8.1,0.00519
W190604,2800.0,2890.0,2910.0,61.2,28.0,4.6,0.6,0.664,0.203,1.4,1.5,1.0,34000.0,17600.0,3820.0,509.0,475.0,178.0,1380.0,1070.0,0.417,11.4,11.9,9.5,0.005
W190605,2910.0,2910.0,2910.0,61.5,29.3,3.8,0.6,0.448,0.54,0.8,1.9,1.2,29600.0,16000.0,2740.0,442.0,278.0,413.0,686.0,1170.0,0.5,9.9,10.3,12.2,0.0059
W190606,2910.0,2910.0,2910.0,51.9,35.7,2.2,2.5,0.963,0.77,2.9,1.7,1.9,21000.0,16300.0,1330.0,1540.0,501.0,493.0,2090.0,879.0,0.792,8.3,8.65,13.1,0.011
W190607,2910.0,2910.0,2910.0,54.2,36.1,1.8,1.2,0.764,0.284,2.0,2.1,1.0,63600.0,47900.0,3160.0,2150.0,1150.0,527.0,4180.0,3150.0,0.417,24.1,25.1,19.3,0.011
W190608,2910.0,2910.0,2910.0,57.8,34.0,1.4,0.7,0.564,0.905,1.4,2.3,1.4,32400.0,21500.0,1170.0,599.0,407.0,803.0,1400.0,1650.0,0.583,11.5,12.0,10.5,0.01
W190609,2910.0,2910.0,2910.0,59.7,32.6,1.2,0.7,0.581,0.203,1.5,2.4,1.3,34300.0,21200.0,1030.0,614.0,430.0,184.0,1530.0,1760.0,0.542,11.8,12.3,12.2,0.0067
W190610,2910.0,2910.0,2910.0,56.3,35.0,3.0,1.1,0.681,0.77,1.2,2.2,1.9,23300.0,16400.0,1860.0,695.0,363.0,505.0,884.0,1160.0,0.792,8.5,8.85,6.1,0.016
W190611,2910.0,2910.0,2910.0,56.4,34.0,2.5,0.7,0.647,0.608,1.5,2.5,1.2,36800.0,25100.0,2440.0,698.0,544.0,628.0,1740.0,2090.0,0.5,13.4,14.0,9.4,0.0061
W190612,2350.0,2450.0,2590.0,42.8,29.0,21.4,1.2,0.664,0.702,1.6,2.2,2.6,26900.0,20600.0,20100.0,1150.0,538.0,699.0,1790.0,1770.0,1.08,12.9,13.4,13.1,0.0086
W190613,2910.0,2910.0,2910.0,54.0,33.8,4.0,1.3,0.896,0.716,1.5,3.4,1.1,20000.0,14200.0,2210.0,735.0,428.0,420.0,988.0,1610.0,0.458,7.6,7.92,10.9,0.005
W190614,2910.0,2910.0,2910.0,44.9,41.6,3.4,2.1,1.05,1.01,1.8,1.7,2.5,56400.0,59100.0,6390.0,4030.0,1690.0,2020.0,4020.0,2730.0,1.04,25.8,26.9,5.2,0.0073
W190615,2910.0,2910.0,2910.0,58.7,31.8,2.7,0.8,1.01,0.959,2.8,1.7,1.5,31100.0,19100.0,2140.0,649.0,693.0,806.0,2650.0,1150.0,0.625,10.9,11.4,8.8,0.0057
W190616,2910.0,2910.0,2910.0,52.3,36.8,3.8,0.7,0.78,0.5,2.5,1.3,1.5,22900.0,18300.0,2490.0,469.0,441.0,347.0,1950.0,729.0,0.625,9.0,9.38,15.8,0.007
W190618,2910.0,2910.0,2910.0,57.7,32.6,2.9,0.7,0.946,1.32,2.1,1.8,1.4,25000.0,16000.0,1880.0,463.0,528.0,909.0,1620.0,998.0,0.583,8.9,9.27,5.8,0.016
W190619,2370.0,2480.0,2660.0,49.9,27.1,15.4,1.6,0.664,1.2,0.8,2.5,3.1,10900.0,6720.0,5050.0,536.0,188.0,417.0,312.0,701.0,1.29,4.5,4.69,9.0,0.016
W190621,2910.0,2910.0,2910.0,54.7,34.6,2.8,0.8,0.614,0.743,1.4,2.5,1.6,19200.0,13700.0,1470.0,428.0,278.0,413.0,874.0,1120.0,0.667,7.2,7.5,10.0,0.0073
